-1.000000000000000000e+00,1.000000000000000000e+00,-3.000000000000000000e+00,6.000000000000000000e+00
-9.797979797979797789e-01,1.000000000000000000e+00,-2.939393939393939448e+00,5.700030609121518488e+00
-9.595959595959595578e-01,1.000000000000000000e+00,-2.878787878787878896e+00,5.406183042546678585e+00
-9.393939393939394478e-01,1.000000000000000000e+00,-2.818181818181818343e+00,5.118457300275482957e+00
-9.191919191919192267e-01,1.000000000000000000e+00,-2.757575757575757791e+00,4.836853382307928051e+00
-8.989898989898990056e-01,1.000000000000000000e+00,-2.696969696969697239e+00,4.561371288644015642e+00
-8.787878787878787845e-01,1.000000000000000000e+00,-2.636363636363636243e+00,4.292011019283745732e+00
-8.585858585858585634e-01,1.000000000000000000e+00,-2.575757575757575690e+00,4.028772574227119208e+00
-8.383838383838383423e-01,1.000000000000000000e+00,-2.515151515151515138e+00,3.771655953474134293e+00
-8.181818181818181213e-01,1.000000000000000000e+00,-2.454545454545454142e+00,3.520661157024792765e+00
-7.979797979797980112e-01,1.000000000000000000e+00,-2.393939393939394034e+00,3.275788184879093734e+00
-7.777777777777777901e-01,1.000000000000000000e+00,-2.333333333333333481e+00,3.037037037037037202e+00
-7.575757575757575690e-01,1.000000000000000000e+00,-2.272727272727272485e+00,2.804407713498622279e+00
-7.373737373737373479e-01,1.000000000000000000e+00,-2.212121212121211933e+00,2.577900214263850742e+00
-7.171717171717171269e-01,1.000000000000000000e+00,-2.151515151515151381e+00,2.357514539332720815e+00
-6.969696969696970168e-01,1.000000000000000000e+00,-2.090909090909090828e+00,2.143250688705234719e+00
-6.767676767676766847e-01,1.000000000000000000e+00,-2.030303030303030276e+00,1.935108662381388900e+00
-6.565656565656565746e-01,1.000000000000000000e+00,-1.969696969696969724e+00,1.733088460361187799e+00
-6.363636363636363535e-01,1.000000000000000000e+00,-1.909090909090909172e+00,1.537190082644627864e+00
-6.161616161616161325e-01,1.000000000000000000e+00,-1.848484848484848397e+00,1.347413529231710871e+00
-5.959595959595959114e-01,1.000000000000000000e+00,-1.787878787878787623e+00,1.163758800122435932e+00
-5.757575757575756903e-01,1.000000000000000000e+00,-1.727272727272727071e+00,9.862258953168039355e-01
-5.555555555555555802e-01,1.000000000000000000e+00,-1.666666666666666741e+00,8.148148148148148806e-01
-5.353535353535352481e-01,1.000000000000000000e+00,-1.606060606060605744e+00,6.495255586164665473e-01
-5.151515151515151381e-01,1.000000000000000000e+00,-1.545454545454545414e+00,4.903581267217629325e-01
-4.949494949494949170e-01,1.000000000000000000e+00,-1.484848484848484862e+00,3.373125191307007054e-01
-4.747474747474746959e-01,1.000000000000000000e+00,-1.424242424242424088e+00,1.903887358432809762e-01
-4.545454545454544748e-01,1.000000000000000000e+00,-1.363636363636363313e+00,4.958677685950352299e-02
-4.343434343434342537e-01,1.000000000000000000e+00,-1.303030303030302761e+00,-8.509335782063121023e-02
-4.141414141414141437e-01,1.000000000000000000e+00,-1.242424242424242431e+00,-2.136516681971227793e-01
-3.939393939393939226e-01,1.000000000000000000e+00,-1.181818181818181657e+00,-3.360881542699725166e-01
-3.737373737373737015e-01,1.000000000000000000e+00,-1.121212121212121104e+00,-4.524028160391799780e-01
-3.535353535353534804e-01,1.000000000000000000e+00,-1.060606060606060552e+00,-5.625956535047448304e-01
